Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	MIAPACA_1 Spectral Count	MIAPACA_2 Spectral Count	MIAPACA_3 Spectral Count	MIAPACA_4 Spectral Count	MIAPACA_5 Spectral Count	MIAPACA_AG205_1 Spectral Count	MIAPACA_AG205_2 Spectral Count	MIAPACA_AG205_3 Spectral Count	MIAPACA_AG205_4 Spectral Count	MIAPACA_AG205_5 Spectral Count	PGRMC1_1 Spectral Count	PGRMC1_2 Spectral Count	PGRMC1_3 Spectral Count	PGRMC1_4 Spectral Count	PGRMC1_5 Spectral Count	PGRMC1_AG205_1 Spectral Count	PGRMC1_AG205_2 Spectral Count	PGRMC1_AG205_3 Spectral Count	PGRMC1_AG205_4 Spectral Count	PGRMC1_AG205_5 Spectral Count	MIAPACA_1 Unique Spectral Count	MIAPACA_2 Unique Spectral Count	MIAPACA_3 Unique Spectral Count	MIAPACA_4 Unique Spectral Count	MIAPACA_5 Unique Spectral Count	MIAPACA_AG205_1 Unique Spectral Count	MIAPACA_AG205_2 Unique Spectral Count	MIAPACA_AG205_3 Unique Spectral Count	MIAPACA_AG205_4 Unique Spectral Count	MIAPACA_AG205_5 Unique Spectral Count	PGRMC1_1 Unique Spectral Count	PGRMC1_2 Unique Spectral Count	PGRMC1_3 Unique Spectral Count	PGRMC1_4 Unique Spectral Count	PGRMC1_5 Unique Spectral Count	PGRMC1_AG205_1 Unique Spectral Count	PGRMC1_AG205_2 Unique Spectral Count	PGRMC1_AG205_3 Unique Spectral Count	PGRMC1_AG205_4 Unique Spectral Count	PGRMC1_AG205_5 Unique Spectral Count	MIAPACA_1 Total Spectral Count	MIAPACA_2 Total Spectral Count	MIAPACA_3 Total Spectral Count	MIAPACA_4 Total Spectral Count	MIAPACA_5 Total Spectral Count	MIAPACA_AG205_1 Total Spectral Count	MIAPACA_AG205_2 Total Spectral Count	MIAPACA_AG205_3 Total Spectral Count	MIAPACA_AG205_4 Total Spectral Count	MIAPACA_AG205_5 Total Spectral Count	PGRMC1_1 Total Spectral Count	PGRMC1_2 Total Spectral Count	PGRMC1_3 Total Spectral Count	PGRMC1_4 Total Spectral Count	PGRMC1_5 Total Spectral Count	PGRMC1_AG205_1 Total Spectral Count	PGRMC1_AG205_2 Total Spectral Count	PGRMC1_AG205_3 Total Spectral Count	PGRMC1_AG205_4 Total Spectral Count	PGRMC1_AG205_5 Total Spectral Count	MIAPACA_1 Intensity	MIAPACA_2 Intensity	MIAPACA_3 Intensity	MIAPACA_4 Intensity	MIAPACA_5 Intensity	MIAPACA_AG205_1 Intensity	MIAPACA_AG205_2 Intensity	MIAPACA_AG205_3 Intensity	MIAPACA_AG205_4 Intensity	MIAPACA_AG205_5 Intensity	PGRMC1_1 Intensity	PGRMC1_2 Intensity	PGRMC1_3 Intensity	PGRMC1_4 Intensity	PGRMC1_5 Intensity	PGRMC1_AG205_1 Intensity	PGRMC1_AG205_2 Intensity	PGRMC1_AG205_3 Intensity	PGRMC1_AG205_4 Intensity	PGRMC1_AG205_5 Intensity	MIAPACA_1 Unique Intensity	MIAPACA_2 Unique Intensity	MIAPACA_3 Unique Intensity	MIAPACA_4 Unique Intensity	MIAPACA_5 Unique Intensity	MIAPACA_AG205_1 Unique Intensity	MIAPACA_AG205_2 Unique Intensity	MIAPACA_AG205_3 Unique Intensity	MIAPACA_AG205_4 Unique Intensity	MIAPACA_AG205_5 Unique Intensity	PGRMC1_1 Unique Intensity	PGRMC1_2 Unique Intensity	PGRMC1_3 Unique Intensity	PGRMC1_4 Unique Intensity	PGRMC1_5 Unique Intensity	PGRMC1_AG205_1 Unique Intensity	PGRMC1_AG205_2 Unique Intensity	PGRMC1_AG205_3 Unique Intensity	PGRMC1_AG205_4 Unique Intensity	PGRMC1_AG205_5 Unique Intensity	MIAPACA_1 Total Intensity	MIAPACA_2 Total Intensity	MIAPACA_3 Total Intensity	MIAPACA_4 Total Intensity	MIAPACA_5 Total Intensity	MIAPACA_AG205_1 Total Intensity	MIAPACA_AG205_2 Total Intensity	MIAPACA_AG205_3 Total Intensity	MIAPACA_AG205_4 Total Intensity	MIAPACA_AG205_5 Total Intensity	PGRMC1_1 Total Intensity	PGRMC1_2 Total Intensity	PGRMC1_3 Total Intensity	PGRMC1_4 Total Intensity	PGRMC1_5 Total Intensity	PGRMC1_AG205_1 Total Intensity	PGRMC1_AG205_2 Total Intensity	PGRMC1_AG205_3 Total Intensity	PGRMC1_AG205_4 Total Intensity	PGRMC1_AG205_5 Total Intensity	Indistinguishable Proteins
sp|O14656|TOR1A_HUMAN	O14656	TOR1A_HUMAN	TOR1A	332	21.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Torsin-1A	0.9927	0.9990	1	13	13	13	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43156|TTI1_HUMAN	O43156	TTI1_HUMAN	TTI1	1089	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	TELO2-interacting protein 1 homolog	0.9927	0.9990	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60518|RNBP6_HUMAN	O60518	RNBP6_HUMAN	RANBP6	1105	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ran-binding protein 6	0.9927	0.9990	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00492|HPRT_HUMAN	P00492	HPRT_HUMAN	HPRT1	218	12.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hypoxanthine-guanine phosphoribosyltransferase	0.9927	0.9990	1	4	4	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07686|HEXB_HUMAN	P07686	HEXB_HUMAN	HEXB	556	12.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-hexosaminidase subunit beta	0.9927	0.9990	1	18	18	18	0	0	1	0	0	1	1	2	2	2	0	0	0	1	1	1	2	2	1	1	0	0	1	0	0	1	1	2	2	2	0	0	0	1	1	1	2	2	1	1	0	0	1	0	0	1	1	2	2	2	0	0	0	1	1	1	2	2	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P08240|SRPRA_HUMAN	P08240	SRPRA_HUMAN	SRPRA	638	27.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal recognition particle receptor subunit alpha	0.9927	0.9990	1	18	18	18	0	0	2	1	1	0	1	1	1	1	0	0	1	1	2	0	1	2	2	1	0	0	2	1	1	0	1	1	1	1	0	0	1	1	2	0	1	2	2	1	0	0	2	1	1	0	1	1	1	1	0	0	1	1	2	0	1	2	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	20.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C	0.9927	0.9990	2	5	5	8	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2939492E7	0.0	4.0650192E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P11310|ACADM_HUMAN	P11310	ACADM_HUMAN	ACADM	421	23.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	0.9927	0.9990	1	12	12	12	0	0	1	0	0	2	3	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	2	3	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	2	3	0	0	1	0	0	0	1	1	1	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23588|IF4B_HUMAN	P23588	IF4B_HUMAN	EIF4B	611	11.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4B	0.9927	0.9990	1	5	5	5	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P35221|CTNA1_HUMAN	P35221	CTNA1_HUMAN	CTNNA1	906	12.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Catenin alpha-1	0.9927	0.9990	1	18	18	18	0	0	0	0	1	1	1	2	2	2	1	2	2	0	0	1	1	0	1	1	0	0	0	0	1	1	1	2	2	2	1	2	2	0	0	1	1	0	1	1	0	0	0	0	1	1	1	2	2	2	1	2	2	0	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P41212|ETV6_HUMAN	P41212	ETV6_HUMAN	ETV6	452	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor ETV6	0.9927	0.9990	1	6	6	6	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P46108|CRK_HUMAN	P46108	CRK_HUMAN	CRK	304	21.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adapter molecule crk	0.9927	0.9990	1	2	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08AM6|VAC14_HUMAN	Q08AM6	VAC14_HUMAN	VAC14	782	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein VAC14 homolog	0.9927	0.9990	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13616|CUL1_HUMAN	Q13616	CUL1_HUMAN	CUL1	776	9.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cullin-1	0.9927	0.9990	1	10	10	10	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13625|ASPP2_HUMAN	Q13625	ASPP2_HUMAN	TP53BP2	1128	11.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apoptosis-stimulating of p53 protein 2	0.9927	0.9990	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13868|EXOS2_HUMAN	Q13868	EXOS2_HUMAN	EXOSC2	293	25.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome complex component RRP4	0.9927	0.9990	1	11	11	11	1	2	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14141|SEPT6_HUMAN	Q14141	SEPT6_HUMAN	SEPTIN6	434	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-6	0.9927	0.9990	2	50	24	50	2	2	3	2	5	3	3	4	2	4	3	1	2	3	3	1	2	1	2	2	1	1	2	1	3	1	1	3	1	2	1	0	1	1	1	1	1	0	1	1	2	2	3	2	5	3	3	4	2	4	3	1	2	3	3	1	2	1	2	2	5.6358116E7	5.3402376E7	5.754474E7	3.3180828E7	5.7533984E7	7.9593272E7	8.8204872E7	8.7921264E7	7.4181776E7	8.453748E7	7.7482168E7	0.0	7.7807304E7	1.06647256E8	9.7059264E7	0.0	4.5833124E7	0.0	4.3958604E7	6.633484E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6358116E7	5.3402376E7	5.754474E7	3.3180828E7	5.7533984E7	7.9593272E7	8.8204872E7	8.7921264E7	7.4181776E7	8.453748E7	7.7482168E7	0.0	7.7807304E7	1.06647256E8	9.7059264E7	0.0	4.5833124E7	0.0	4.3958604E7	6.633484E7	
sp|Q15181|IPYR_HUMAN	Q15181	IPYR_HUMAN	PPA1	289	15.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inorganic pyrophosphatase	0.9927	0.9990	1	3	3	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6FI81|CPIN1_HUMAN	Q6FI81	CPIN1_HUMAN	CIAPIN1	312	33.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anamorsin	0.9927	0.9990	1	6	6	6	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P4A7|SFXN4_HUMAN	Q6P4A7	SFXN4_HUMAN	SFXN4	337	17.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sideroflexin-4	0.9927	0.9990	1	13	13	13	0	1	0	2	0	0	2	2	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	2	0	0	2	2	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	2	0	0	2	2	0	0	1	0	1	0	1	1	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z2T5|TRM1L_HUMAN	Q7Z2T5	TRM1L_HUMAN	TRMT1L	733	14.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	TRMT1-like protein	0.9927	0.9990	1	6	6	6	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WUK0|PTPM1_HUMAN	Q8WUK0	PTPM1_HUMAN	PTPMT1	201	31.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	0.9927	0.9990	1	15	15	15	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92769|HDAC2_HUMAN	Q92769	HDAC2_HUMAN	HDAC2	488	16.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 2	0.9927	0.9990	2	16	16	22	1	1	1	1	1	1	2	1	1	0	0	0	1	0	2	1	1	0	1	0	1	1	1	1	1	1	2	1	1	0	0	0	1	0	2	1	1	0	1	0	2	1	2	2	2	2	2	1	1	1	0	0	1	0	2	1	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15453936E8	0.0	1.0675356E8	1.3752672E8	8.1626792E7	8.114496E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969N2|PIGT_HUMAN	Q969N2	PIGT_HUMAN	PIGT	578	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	GPI transamidase component PIG-T	0.9927	0.9990	1	8	8	8	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
